table, 165341452, 2, 1.122575
start, 161913408, 3, 1.675306
model, 161205740, 3, 1.673528
human, 160573748, 2, 1.114625
movie, 158421100, 4, 2.221991
march, 158281269, 3, 1.666139
going, 155284081, 4, 2.211321
study, 152978354, 2, 1.101703
staff, 151553180, 3, 1.648863
again, 150781416, 2, 1.097904
never, 149556758, 4, 2.191547
topic, 149001702, 3, 1.642208
below, 145701629, 2, 1.089007
party, 144707500, 3, 1.630870
login, 144200144, 3, 1.629518
legal, 142048771, 3, 1.623761
above, 141894620, 2, 1.082231
quote, 139242226, 2, 1.077453
story, 138433809, 3, 1.613981
young, 136341684, 4, 2.144345
field, 135289140, 4, 2.140483
paper, 134939426, 3, 1.604398
night, 130531484, 3, 1.592116
poker, 129054826, 3, 1.587952
issue, 128427156, 2, 1.057450
range, 128314924, 4, 2.114475
court, 127719981, 2, 1.056110
audio, 127014703, 2, 1.054771
light, 126699632, 4, 2.108343
write, 126645151, 3, 1.581102
offer, 126228968, 3, 1.579911
given, 125542966, 4, 2.103926
event, 125515260, 3, 1.577865
china, 124472054, 3, 1.574862
might, 123196001, 5, 2.618620
month, 123027963, 3, 1.570684
major, 122592252, 3, 1.569418
space, 121505269, 3, 1.566249
child, 119747393, 3, 1.561090
enter, 119394206, 3, 1.560048
share, 119294241, 4, 2.079671
radio, 113285624, 4, 2.055684
until, 113090086, 3, 1.541168
color, 112965658, 3, 1.540789
track, 112385243, 2, 1.026014
least, 111229798, 3, 1.535486
trade, 110086585, 2, 1.021312
green, 108287905, 4, 2.035188
close, 107853068, 3, 1.525035
drive, 107799371, 3, 1.524868
short, 106755242, 2, 1.014399
daily, 105837757, 3, 1.518711
beach, 105642682, 3, 1.518095
style, 101024266, 3, 1.503327
front, 100886343, 3, 1.502879
early, 100013194, 3, 1.500043
sound, 100010833, 4, 2.000048
final, 97649084, 3, 1.492291
adult, 97583096, 2, 0.994715
thing, 97451660, 4, 1.988852
cheap, 97049762, 3, 1.490309
third, 95489240, 3, 1.485115
cover, 94501729, 4, 1.975737
often, 92551460, 3, 1.475204
watch, 92006970, 3, 1.473348
heart, 90249265, 3, 1.467311
error, 89396475, 3, 1.464358
clear, 88447610, 4, 1.948070
taken, 87019836, 2, 0.970694
known, 86395556, 3, 1.453834
quick, 85584600, 3, 1.450955
whole, 85202530, 3, 1.449592
later, 84857974, 2, 0.965574
basic, 84840226, 3, 1.448297
along, 83444756, 2, 0.962185
among, 83431590, 3, 1.443231
death, 83216831, 3, 1.442454
speed, 83135749, 5, 2.403600
brand, 82807581, 3, 1.440971
stuff, 81444510, 3, 1.435999
doing, 80821946, 3, 1.433712
entry, 80717798, 3, 1.433328
force, 79199815, 3, 1.427704
river, 78843808, 4, 1.901834
album, 77914316, 2, 0.948594
build, 77203075, 2, 0.946806
apply, 76341478, 3, 1.416939
cross, 74230978, 3, 1.408838
lower, 72606927, 3, 1.402510
union, 72603888, 3, 1.402498
leave, 70957750, 4, 1.861330
woman, 70613606, 3, 1.394627
cable, 70082598, 3, 1.392506
score, 69315004, 4, 1.852562
shown, 68755779, 3, 1.387161
flash, 68391647, 4, 1.847578
allow, 67052567, 2, 0.920139
super, 66703287, 3, 1.378769
cause, 65904680, 3, 1.375463
focus, 65626732, 3, 1.374307
voice, 64600528, 4, 1.826680
brown, 64112042, 2, 0.911968
glass, 63559754, 4, 1.820815
happy, 63471922, 3, 1.365239
smith, 63357901, 3, 1.364753
thank, 63234550, 2, 0.909486
prior, 62949059, 4, 1.817347
sport, 62683851, 3, 1.361876
ready, 62667516, 4, 1.815741
round, 61836702, 5, 2.263720
built, 61502894, 2, 0.904525
blood, 61348302, 3, 1.356117
earth, 61059905, 3, 1.354864
basis, 59901425, 3, 1.349793
award, 59652161, 3, 1.348694
extra, 59377307, 2, 0.898319
quite, 58777731, 4, 1.793089
horse, 58453720, 4, 1.791161
owner, 58189056, 3, 1.342186
bring, 57608074, 3, 1.339575
input, 57191675, 2, 0.891795
agent, 57103658, 2, 0.891529
valid, 57094711, 3, 1.337253
grand, 56599468, 3, 1.335002
trial, 56547673, 3, 1.334766
wrote, 56421594, 3, 1.334190
metal, 56181783, 2, 0.888729
guest, 55293215, 2, 0.886003
trust, 55157142, 3, 1.328375
grade, 54275130, 4, 1.765693
panel, 53784382, 4, 1.762624
floor, 53759851, 4, 1.762470
match, 53532481, 3, 1.320781
plant, 53247607, 3, 1.319435
sense, 52629633, 4, 1.755333
stage, 52518330, 3, 1.315969
maybe, 51895609, 3, 1.312985
youth, 51426255, 3, 1.310722
break, 51242970, 3, 1.309834
dance, 51147967, 4, 1.745831
apple, 50551171, 4, 1.741956
enjoy, 50141455, 3, 1.304459
block, 49694725, 4, 1.736345
civil, 49495349, 3, 1.301273
steel, 49452604, 3, 1.301061
wrong, 49156828, 3, 1.299592
fully, 48616832, 3, 1.296897
worth, 48075237, 4, 1.725567
peace, 47856201, 4, 1.724092
coast, 47716394, 2, 0.861574
grant, 47609624, 3, 1.291820
agree, 47500911, 3, 1.291268
scale, 46307526, 4, 1.713540
stand, 46292709, 4, 1.713438
frame, 46079991, 3, 1.283978
chief, 45699591, 4, 1.709337
heard, 45436523, 5, 2.134385
begin, 45434902, 3, 1.280623
royal, 45407189, 3, 1.280478
clean, 45381752, 4, 1.707126
bible, 45080741, 3, 1.278768
suite, 44829675, 3, 1.277447
piece, 44298807, 4, 1.699518
sheet, 44295187, 3, 1.274619
seven, 44224906, 5, 2.123744
older, 44222089, 3, 1.274231
whose, 43634263, 4, 1.694791
stone, 42494931, 3, 1.264935
buyer, 42024703, 3, 1.262363
label, 41359857, 3, 1.258695
canon, 41144763, 3, 1.257501
waste, 41089558, 3, 1.257193
chair, 40764005, 3, 1.255376
phase, 40722940, 4, 1.673528
motor, 40615655, 3, 1.254544
shirt, 40501964, 3, 1.253906
crime, 40361756, 3, 1.253117
count, 40345803, 3, 1.253027
claim, 40085342, 3, 1.251557
patch, 39999745, 3, 1.251072
alone, 39326417, 3, 1.247238
saint, 38929141, 4, 1.659940
joint, 38827057, 3, 1.244367
fresh, 38781893, 3, 1.244105
upper, 38341510, 4, 1.655402
prime, 38308402, 4, 1.655145
limit, 38290292, 4, 1.655005
began, 38269468, 4, 1.654843
creek, 38159464, 3, 1.240491
urban, 38087999, 2, 0.826716
labor, 37866418, 3, 1.238776
admin, 37835381, 3, 1.238594
heavy, 37668153, 5, 2.062685
solid, 37426444, 3, 1.236185
theme, 37219937, 4, 1.646616
touch, 36831035, 3, 1.232647
serve, 36697856, 4, 1.642468
magic, 36676771, 3, 1.231725
mount, 36648260, 3, 1.231554
smart, 36636558, 4, 1.641979
avoid, 36508203, 3, 1.230714
birth, 36286070, 2, 0.819585
virus, 36286003, 2, 0.819584
abuse, 36269685, 2, 0.819519
faith, 35936559, 4, 1.636351
chain, 35928367, 4, 1.636284
reach, 35687918, 4, 1.634335
sorry, 35595812, 4, 1.633586
gamma, 35426622, 4, 1.632207
truth, 35345925, 3, 1.223660
draft, 35033621, 3, 1.221739
chart, 35027490, 4, 1.628936
equal, 34832354, 3, 1.220496
funny, 34281806, 4, 1.622760
tried, 34201786, 3, 1.216569
harry, 33867934, 4, 1.619294
mouse, 33667003, 4, 1.617602
brain, 33612784, 4, 1.617145
dream, 33518573, 3, 1.212261
false, 33476460, 4, 1.615991
carry, 33056477, 4, 1.612420
hello, 32960381, 3, 1.208699
brief, 32599674, 3, 1.206376
eight, 32567724, 6, 2.412339
alert, 32472727, 3, 1.205555
queen, 32366847, 4, 1.606490
sweet, 32311923, 4, 1.606015
truck, 32136249, 4, 1.604489
ocean, 31928741, 3, 1.202010
depth, 31879926, 3, 1.201691
train, 31816971, 2, 0.800852
route, 31439231, 3, 1.198788
frank, 31392284, 4, 1.597970
anime, 31334688, 3, 1.198095
speak, 31324712, 3, 1.198029
query, 31284313, 4, 1.597015
rural, 30998929, 3, 1.195861
judge, 30905832, 4, 1.593651
fight, 30784313, 3, 1.194424
minor, 29782623, 5, 1.979385
spent, 29719451, 4, 1.582930
cycle, 29585286, 3, 1.186275
sleep, 29491537, 3, 1.185629
scene, 29372413, 4, 1.579741
drink, 29254937, 4, 1.578656
guess, 28743465, 4, 1.573898
ahead, 28375319, 3, 1.177829
delta, 28051872, 4, 1.567375
alpha, 27832836, 4, 1.565287
bonus, 27819488, 2, 0.782579
adobe, 27538755, 2, 0.781233
dress, 27318959, 4, 1.560345
refer, 27099706, 4, 1.558218
layer, 26912270, 4, 1.556390
spend, 26713310, 4, 1.554441
clock, 26624872, 4, 1.553572
ratio, 26457942, 3, 1.163944
proof, 26305059, 3, 1.162808
empty, 26206017, 4, 1.549427
ideal, 26036289, 3, 1.160802
cream, 25898758, 4, 1.546359
aware, 25700328, 4, 1.544365
shape, 25675227, 4, 1.544112
usage, 25440406, 4, 1.541737
exist, 25349128, 3, 1.155607
wheel, 25342937, 4, 1.540747
angel, 25294123, 3, 1.155188
width, 25182453, 4, 1.539112
noise, 25171520, 4, 1.539000
array, 25150016, 4, 1.538780
sharp, 24904199, 4, 1.536259
occur, 24679212, 3, 1.150453
coach, 24514961, 3, 1.149175
plate, 24275560, 3, 1.147302
logic, 23989892, 4, 1.526734
plain, 23747230, 3, 1.143124
trail, 23648838, 2, 0.761559
buddy, 23611087, 3, 1.142037
setup, 23534848, 2, 0.760952
scope, 23349420, 3, 1.139937
crazy, 23032837, 4, 1.516500
mouth, 22880351, 4, 1.514843
meter, 22874915, 4, 1.514784
fruit, 22767191, 3, 1.135206
sugar, 22450333, 3, 1.132598
stick, 22399126, 4, 1.509565
genre, 22344091, 5, 1.886197
slide, 22339084, 4, 1.508902
exact, 22304937, 4, 1.508524
bound, 22303643, 2, 0.754255
storm, 22242164, 4, 1.507827
micro, 22219932, 4, 1.507581
paint, 21926890, 4, 1.504312
delay, 21911190, 5, 1.880170
pilot, 21909830, 3, 1.128091
novel, 21821189, 4, 1.503125
ultra, 21795075, 2, 0.751416
truly, 21693553, 3, 1.126266
lodge, 21541130, 4, 1.499964
broad, 21370126, 2, 0.749009
guard, 21137924, 3, 1.121521
newly, 21102330, 3, 1.121215
raise, 21099943, 3, 1.121194
drama, 20939845, 3, 1.119810
lunch, 20807419, 3, 1.118659
audit, 20786243, 3, 1.118475
tower, 20686918, 3, 1.117608
shell, 20599318, 3, 1.116841
solar, 20423792, 2, 0.743532
catch, 20400979, 3, 1.115097
doubt, 20311261, 2, 0.742870
forth, 20149609, 5, 1.854783
split, 19998411, 3, 1.111521
twice, 19945569, 4, 1.481397
shift, 19811555, 3, 1.109845
treat, 19442315, 3, 1.106500
piano, 19419956, 4, 1.475061
teach, 19079783, 2, 0.735449
rapid, 19070672, 3, 1.103090
hairy, 19060619, 4, 1.470663
dutch, 19000979, 3, 1.102445
pulse, 18893735, 4, 1.468600
metro, 18738665, 3, 1.100005
strip, 18711440, 3, 1.099750
pearl, 18707334, 3, 1.099712
opera, 18225169, 4, 1.460212
asset, 18178753, 3, 1.094716
blank, 18150537, 3, 1.094447
humor, 18085495, 4, 1.458433
tight, 17981854, 7, 2.549937
meant, 17832930, 4, 1.455193
plane, 17799728, 4, 1.454764
grace, 17642126, 4, 1.452724
villa, 17587586, 4, 1.452014
inner, 17552078, 4, 1.451552
taste, 17311343, 3, 1.086299
cache, 17250923, 5, 1.809504
lease, 17180592, 5, 1.808343
proud, 17167504, 3, 1.084876
giant, 17098874, 3, 1.084194
alarm, 17059844, 4, 1.445074
usual, 17044981, 4, 1.444876
angle, 17016075, 4, 1.444492
vinyl, 17009819, 4, 1.444408
worst, 16975343, 3, 1.082961
honor, 16787246, 4, 1.441430
eagle, 16785232, 4, 1.441404
nurse, 16772151, 4, 1.441228
quiet, 16746894, 3, 1.080666
comic, 16695850, 4, 1.440200
crown, 16651038, 4, 1.439595
maker, 16635947, 4, 1.439391
crack, 16633701, 5, 1.799201
smoke, 16567733, 4, 1.438467
craft, 16528294, 4, 1.437932
apart, 16507181, 3, 1.078234
blind, 16485480, 3, 1.078013
gross, 16440590, 4, 1.436739
actor, 16282891, 2, 0.717291
fifth, 16255266, 5, 1.792754
prize, 16204739, 5, 1.791885
dirty, 16101662, 3, 1.074064
alive, 16064787, 3, 1.073681
prove, 16046788, 3, 1.073494
ridge, 15993437, 4, 1.430585
modem, 15984492, 4, 1.430461
skill, 15835076, 4, 1.428378
throw, 15751985, 4, 1.427213
trend, 15747018, 3, 1.070357
worse, 15677739, 3, 1.069627
fiber, 15530318, 3, 1.068064
graph, 15526746, 4, 1.424035
fraud, 15378751, 3, 1.066447
roger, 15353411, 5, 1.776960
crash, 15302627, 6, 2.131261
inter, 15269346, 3, 1.065273
grove, 15189493, 4, 1.419216
spray, 15148133, 3, 1.063965
mayor, 15030847, 4, 1.416924
yield, 15022494, 5, 1.771003
hence, 14992334, 2, 0.708183
radar, 14982375, 4, 1.416220
diary, 14922472, 3, 1.061511
baker, 14862470, 3, 1.060854
shock, 14850388, 3, 1.060722
ebony, 14831025, 2, 0.707006
drawn, 14827380, 4, 1.413959
beast, 14787561, 2, 0.706688
dodge, 14768509, 4, 1.413096
pizza, 14763787, 4, 1.413027
globe, 14554904, 3, 1.057459
ghost, 14490042, 3, 1.056736
pride, 14428078, 4, 1.408058
brass, 14298573, 4, 1.406120
plaza, 14274314, 4, 1.405756
quest, 14258533, 3, 1.054139
booty, 14218854, 2, 0.702460
venue, 14204074, 3, 1.053524
vital, 14166642, 3, 1.053100
excel, 14133468, 4, 1.403631
enemy, 14084182, 4, 1.402884
lucky, 14053901, 4, 1.402425
thick, 14030556, 4, 1.402070
vista, 13991160, 3, 1.051102
flood, 13979267, 4, 1.401288
arena, 13966572, 3, 1.050821
grown, 13931521, 5, 1.750699
smile, 13893537, 4, 1.399978
candy, 13772033, 5, 1.747640
tiger, 13763074, 3, 1.048480
boost, 13675076, 2, 0.698307
moral, 13643598, 4, 1.396126
pound, 13620117, 6, 2.093642
bread, 13575360, 5, 1.743832
tough, 13560922, 4, 1.394841
chest, 13516414, 3, 1.045610
billy, 13515249, 3, 1.045596
solve, 13452150, 4, 1.393142
sight, 13360499, 4, 1.391703
worry, 13243591, 4, 1.389857
glory, 13158826, 5, 1.735639
fault, 13112664, 2, 0.693888
rugby, 12992179, 3, 1.039386
fluid, 12943336, 3, 1.038798
devil, 12869511, 5, 1.729841
grass, 12868953, 5, 1.729831
manga, 12774174, 4, 1.382329
theft, 12744763, 3, 1.036388
swing, 12734467, 3, 1.036263
shoot, 12695618, 3, 1.035788
elite, 12673836, 3, 1.035521
robot, 12656312, 2, 0.690204
gnome, 12609820, 3, 1.034736
noble, 12604679, 3, 1.034672
shore, 12568485, 4, 1.378969
loose, 12556710, 4, 1.378776
horny, 12363955, 5, 1.719488
ralph, 12190683, 3, 1.029523
liver, 12139363, 5, 1.714793
decor, 12098868, 4, 1.371152
aging, 12014007, 3, 1.027287
intro, 11938092, 3, 1.026320
clerk, 11923960, 4, 1.368186
favor, 11867822, 4, 1.367227
sigma, 11864409, 3, 1.025377
aside, 11768649, 4, 1.365526
essay, 11750312, 3, 1.023908
trace, 11697252, 2, 0.682148
spoke, 11577917, 4, 1.362226
arrow, 11563142, 3, 1.021477
rough, 11557184, 4, 1.361865
weird, 11556427, 3, 1.021389
blade, 11527988, 3, 1.021017
robin, 11423944, 3, 1.019651
strap, 11414669, 3, 1.019528
crowd, 11409218, 4, 1.359275
cloud, 11337220, 3, 1.018505
valve, 11325360, 5, 1.697247
knife, 11297715, 5, 1.696635
shelf, 11287023, 4, 1.357119
adopt, 11272339, 2, 0.678429
outer, 11245167, 3, 1.017282
steam, 11141309, 3, 1.015894
acute, 11128841, 2, 0.677151
stood, 11116275, 4, 1.354077
carol, 11109404, 3, 1.015466
stack, 11090579, 5, 1.692021
curve, 11071177, 4, 1.353269
amber, 11065507, 2, 0.676583
trunk, 11020361, 5, 1.690443
camel, 11005001, 3, 1.014058
juice, 10973425, 4, 1.351508
chase, 10971945, 4, 1.351481
sauce, 10968629, 4, 1.351421
fewer, 10792786, 4, 1.348224
proxy, 10773043, 4, 1.347863
haven, 10569212, 4, 1.344105
charm, 10554644, 4, 1.343835
basin, 10544774, 4, 1.343651
ranch, 10539650, 4, 1.343556
drunk, 10519219, 4, 1.343176
alien, 10490554, 3, 1.006981
broke, 10460811, 3, 1.006565
nylon, 10410171, 3, 1.005853
rocky, 10404321, 4, 1.341028
fleet, 10364423, 3, 1.005208
bunch, 10355431, 4, 1.340109
omega, 10289113, 4, 1.338857
civic, 10283668, 4, 1.338754
grill, 10254124, 4, 1.338195
grain, 10244623, 4, 1.338014
salon, 10079006, 2, 0.667427
turbo, 10058686, 2, 0.667232
reset, 10021033, 3, 1.000304
brush, 10018684, 3, 1.000270
spare, 10009522, 4, 1.333517
skirt, 9981485, 4, 1.332976
honey, 9978043, 4, 1.332909
gauge, 9952466, 4, 1.332414
sixth, 9920054, 4, 1.331786
cheat, 9903572, 3, 0.998599
sandy, 9897487, 5, 1.664184
macro, 9885853, 3, 0.998341
laugh, 9822471, 3, 0.997414
pitch, 9800556, 4, 1.329456
dozen, 9776227, 4, 1.328979
teeth, 9769437, 3, 0.996634
cloth, 9764137, 4, 1.328742
stamp, 9760468, 6, 1.993005
cargo, 9748668, 4, 1.328438
maple, 9704551, 3, 0.995677
depot, 9688338, 3, 0.995437
blend, 9680982, 3, 0.995328
probe, 9643801, 3, 0.994777
debug, 9581095, 2, 0.662562
chuck, 9574825, 3, 0.993749
bingo, 9539002, 3, 0.993214
sunny, 9497382, 4, 1.323453
cedar, 9484993, 4, 1.323205
mason, 9461838, 4, 1.322740
chose, 9409845, 5, 1.652118
blast, 9387171, 3, 0.990928
brake, 9321885, 3, 0.989937
olive, 9298184, 4, 1.319434
cyber, 9289150, 3, 0.989438
clone, 9284578, 3, 0.989368
relay, 9275052, 5, 1.648705
angry, 9267505, 4, 1.318810
lover, 9234545, 4, 1.318138
daddy, 9211193, 6, 1.976490
ferry, 9208954, 4, 1.317614
motel, 9170238, 3, 0.987615
rally, 9155530, 4, 1.316519
dying, 9123557, 4, 1.315861
stuck, 9120620, 4, 1.315800
vocal, 9082826, 3, 0.986265
organ, 9077449, 3, 0.986181
lemon, 9066930, 4, 1.314691
toxic, 9065369, 4, 1.314659
bench, 8992211, 3, 0.984855
rider, 8987802, 4, 1.313048
bobby, 8964342, 4, 1.312559
sheep, 8962638, 4, 1.312524
salad, 8923706, 4, 1.311710
paste, 8913055, 4, 1.311487
relax, 8856944, 6, 1.965463
sword, 8835685, 3, 0.982396
coral, 8818272, 3, 0.982120
pixel, 8813200, 4, 1.309386
float, 8808655, 2, 0.654645
dairy, 8781961, 4, 1.308726
admit, 8780656, 4, 1.308698
fancy, 8777135, 5, 1.635779
squad, 8744772, 4, 1.307937
chaos, 8690268, 4, 1.306777
wheat, 8685589, 4, 1.306677
unity, 8657709, 3, 0.979561
bride, 8650665, 4, 1.305930
begun, 8636352, 3, 0.979218
fever, 8582665, 5, 1.630588
rover, 8537021, 5, 1.629358
flame, 8527495, 3, 0.977460
spell, 8506049, 3, 0.977112
annex, 8465905, 3, 0.976459
argue, 8353605, 2, 0.649746
arise, 8337093, 5, 1.623911
chess, 8293823, 3, 0.973632
canal, 8278196, 3, 0.973373
lying, 8260845, 4, 1.297448
drill, 8248787, 5, 1.621476
hobby, 8237250, 4, 1.296925
trick, 8208473, 3, 0.972215
wider, 8186703, 3, 0.971852
screw, 8177263, 3, 0.971694
blame, 8170544, 4, 1.295442
fifty, 8133138, 4, 1.294606
uncle, 8127694, 3, 0.970863
randy, 8110369, 4, 1.294096
brick, 8094369, 3, 0.970303
naval, 8091649, 4, 1.293677
cabin, 8052267, 3, 0.969593
retro, 8000179, 4, 1.291614
anger, 7991036, 4, 1.291407
handy, 7936655, 5, 1.612715
guild, 7923630, 4, 1.289875
tribe, 7890695, 3, 0.966842
batch, 7835050, 3, 0.965885
alter, 7831337, 3, 0.965822
amend, 7806844, 3, 0.965399
chick, 7771502, 3, 0.964787
thong, 7747699, 4, 1.285832
medal, 7747036, 4, 1.285816
booth, 7723310, 3, 0.963949
breed, 7716901, 3, 0.963838
polar, 7715471, 2, 0.642542
patio, 7627536, 4, 1.283032
snake, 7606395, 5, 1.603170
berry, 7551906, 3, 0.960940
ought, 7523238, 3, 0.960432
timer, 7488669, 4, 1.279756
verse, 7469512, 5, 1.599126
nasty, 7434847, 4, 1.278475
tumor, 7430480, 4, 1.278371
forty, 7415064, 4, 1.278002
queue, 7398569, 4, 1.277607
welsh, 7346867, 3, 0.957274
belly, 7346354, 4, 1.276353
elder, 7299470, 3, 0.956416
sonic, 7298920, 4, 1.275209
thumb, 7284386, 2, 0.637428
twist, 7240854, 4, 1.273800
debut, 7220643, 2, 0.636654
penny, 7162062, 5, 1.589844
ivory, 7146685, 5, 1.589373
newer, 7122879, 4, 1.270913
spice, 7120274, 5, 1.588561
donor, 7096675, 3, 0.952700
trash, 7092806, 2, 0.635086
manor, 7084688, 5, 1.587463
disco, 7067687, 4, 1.269550
minus, 7025364, 2, 0.634250
shade, 6996835, 5, 1.584737
digit, 6991045, 4, 1.267645
lyric, 6970278, 4, 1.267126
grave, 6929008, 5, 1.582615
lobby, 6887477, 3, 0.948785
punch, 6872844, 4, 1.264677
karma, 6862407, 4, 1.264413
shake, 6839319, 6, 1.895742
holly, 6834032, 3, 0.947771
silly, 6833654, 4, 1.263685
mercy, 6831149, 3, 0.947716
fence, 6796605, 4, 1.262743
shame, 6785296, 4, 1.262454
fatal, 6779744, 3, 0.946735
flesh, 6768724, 4, 1.262031
sheer, 6684477, 5, 1.574837
witch, 6671560, 5, 1.574420
puppy, 6662287, 5, 1.574121
smell, 6642666, 3, 0.944091
satin, 6620674, 2, 0.629109
nerve, 6567418, 5, 1.571040
renew, 6561081, 4, 1.256666
rebel, 6527810, 3, 0.941846
slope, 6469975, 4, 1.254273
rehab, 6460331, 4, 1.254019
merit, 6450895, 3, 0.940327
condo, 6444848, 4, 1.253609
fairy, 6435300, 5, 1.566695
shaft, 6431372, 4, 1.253252
kitty, 6414935, 5, 1.566020
drain, 6411642, 5, 1.565910
panic, 6396440, 4, 1.252324
onion, 6384730, 4, 1.252012
merry, 6367037, 5, 1.564425
scuba, 6366349, 3, 0.938641
dried, 6331606, 4, 1.250592
derby, 6319608, 4, 1.250269
steal, 6257493, 4, 1.248595
alike, 6220739, 4, 1.247599
scout, 6176157, 2, 0.623192
dealt, 6174968, 4, 1.246352
badge, 6145138, 4, 1.245536
wrist, 6143580, 3, 0.934120
heath, 6139151, 4, 1.245372
realm, 6122762, 4, 1.244922
rouge, 6084449, 4, 1.243867
yeast, 6083904, 4, 1.243852
brook, 6044943, 4, 1.242773
armor, 6001844, 3, 0.931181
viral, 5969493, 4, 1.240671
laden, 5964620, 4, 1.240534
merge, 5961585, 5, 1.550562
sperm, 5944531, 4, 1.239971
frost, 5940685, 3, 0.929897
sally, 5933047, 5, 1.549560
yacht, 5932756, 4, 1.239640
whale, 5928569, 5, 1.549403
shark, 5904454, 5, 1.548553
cliff, 5898886, 4, 1.238685
tract, 5897046, 4, 1.238633
shine, 5881862, 3, 0.928653
ozone, 5865280, 4, 1.237734
pasta, 5855460, 4, 1.237456
serum, 5854942, 2, 0.618721
swift, 5850031, 4, 1.237301
inbox, 5845223, 3, 0.927874
focal, 5844761, 4, 1.237152
wound, 5820050, 3, 0.927336
belle, 5820002, 4, 1.236447
cubic, 5774261, 3, 0.926354
elect, 5748899, 4, 1.234410
bunny, 5730050, 4, 1.233866
flyer, 5718564, 3, 0.925151
climb, 5697476, 3, 0.924694
token, 5672353, 4, 1.232196
flush, 5625285, 3, 0.923118
jewel, 5603871, 4, 1.230197
teddy, 5602073, 3, 0.922608
dryer, 5592001, 4, 1.229849
funky, 5587279, 5, 1.537138
scary, 5571680, 5, 1.536564
tooth, 5551049, 4, 1.228643
drove, 5545848, 5, 1.535611
upset, 5544484, 3, 0.921337
lance, 5509634, 4, 1.227417
colon, 5494297, 4, 1.226961
purse, 5488891, 4, 1.226800
align, 5478643, 3, 0.919871
bless, 5477461, 4, 1.226459
crest, 5477034, 3, 0.919835
alloy, 5468839, 3, 0.919652
bloom, 5456938, 4, 1.225847
surge, 5436623, 4, 1.225238
spank, 5416004, 4, 1.224619
vault, 5408483, 3, 0.918295
orbit, 5389062, 2, 0.611904
bacon, 5385205, 3, 0.917769
spine, 5370074, 5, 1.529043
trout, 5369048, 3, 0.917402
fatty, 5363547, 3, 0.917278
oxide, 5321340, 4, 1.221755
badly, 5290145, 3, 0.915602
scoop, 5272369, 3, 0.915194
blink, 5257629, 4, 1.219806
fuzzy, 5241931, 5, 1.524154
forge, 5226805, 4, 1.218857
dense, 5225392, 5, 1.523516
brave, 5221356, 5, 1.523361
awful, 5217370, 3, 0.913924
wagon, 5198530, 4, 1.217982
knock, 5196013, 4, 1.217904
quilt, 5187075, 3, 0.913220
mambo, 5164902, 3, 0.912704
flour, 5162842, 3, 0.912655
choir, 5156247, 4, 1.216668
blond, 5155053, 3, 0.912473
burst, 5147573, 3, 0.912298
daisy, 5124326, 5, 1.519589
crude, 5119129, 4, 1.215508
safer, 5085040, 4, 1.214437
marsh, 5073104, 4, 1.214061
theta, 5070673, 3, 0.910488
stake, 5061965, 4, 1.213710
arbor, 5057261, 2, 0.606780
rifle, 5047417, 4, 1.213250
waist, 5013500, 5, 1.515216
sewer, 5008805, 5, 1.515030
resin, 4966700, 4, 1.210679
